req_ts,unique_id,railroad,origination_time,trip_id,train_no,route,direction,stop,scheduled_arrival_time,arrival_time,scheduled_departure_time,departure_time,schedule_relationship,trip_schedule_relationship,inferred_from_schedule
1785600930,MBTA|20260801|6026|SouthBase-793114-6026,MBTA,1785600300,SouthBase-793114-6026,6026,Kingston Line,Inbound,Halifax,1785600840,1785600907,1785600840,1785600907,SCHEDULED,SCHEDULED,False
1785601200,MBTA|20260801|6026|SouthBase-793114-6026,MBTA,1785600300,SouthBase-793114-6026,6026,Kingston Line,Inbound,Hanson,1785601140,1785601171,1785601140,1785601221,SCHEDULED,SCHEDULED,False
1785601590,MBTA|20260801|6026|SouthBase-793114-6026,MBTA,1785600300,SouthBase-793114-6026,6026,Kingston Line,Inbound,Whitman,1785601440,1785601558,1785601440,1785601558,SCHEDULED,SCHEDULED,False
1785601800,MBTA|20260801|6026|SouthBase-793114-6026,MBTA,1785600300,SouthBase-793114-6026,6026,Kingston Line,Inbound,Abington,1785601620,1785601775,1785601620,1785601775,SCHEDULED,SCHEDULED,False
1785602130,MBTA|20260801|6026|SouthBase-793114-6026,MBTA,1785600300,SouthBase-793114-6026,6026,Kingston Line,Inbound,South Weymouth,1785601920,1785602085,1785601920,1785602085,SCHEDULED,SCHEDULED,False
1785602490,MBTA|20260801|6026|SouthBase-793114-6026,MBTA,1785600300,SouthBase-793114-6026,6026,Kingston Line,Inbound,Braintree,1785602400,1785602471,1785602400,1785602471,SCHEDULED,SCHEDULED,False
1785602910,MBTA|20260801|6026|SouthBase-793114-6026,MBTA,1785600300,SouthBase-793114-6026,6026,Kingston Line,Inbound,Quincy Center,1785602760,1785602801,1785602760,1785602801,SCHEDULED,SCHEDULED,False
1785604050,MBTA|20260801|6026|SouthBase-793114-6026,MBTA,1785600300,SouthBase-793114-6026,6026,Kingston Line,Inbound,South Station,1785603900,1785604059,1785603900,,SCHEDULED,SCHEDULED,False
1785600420,MBTA|20260801|6917|SouthBase-793160-6917,MBTA,1785600300,SouthBase-793160-6917,6917,Fall River/New Bedford Line,Outbound,South Station,1785600300,,1785600300,1785600406,SCHEDULED,SCHEDULED,False
1785601380,MBTA|20260801|6917|SouthBase-793160-6917,MBTA,1785600300,SouthBase-793160-6917,6917,Fall River/New Bedford Line,Outbound,Quincy Center,1785601200,1785601347,1785601200,1785601347,SCHEDULED,SCHEDULED,False
1785601710,MBTA|20260801|6917|SouthBase-793160-6917,MBTA,1785600300,SouthBase-793160-6917,6917,Fall River/New Bedford Line,Outbound,Braintree,1785601560,1785601665,1785601560,1785601665,SCHEDULED,SCHEDULED,False
1785602250,MBTA|20260801|6917|SouthBase-793160-6917,MBTA,1785600300,SouthBase-793160-6917,6917,Fall River/New Bedford Line,Outbound,Holbrook/Randolph,1785602100,1785602262,1785602100,1785602262,SCHEDULED,SCHEDULED,False
1785602610,MBTA|20260801|6917|SouthBase-793160-6917,MBTA,1785600300,SouthBase-793160-6917,6917,Fall River/New Bedford Line,Outbound,Montello,1785602460,1785602556,1785602460,1785602556,SCHEDULED,SCHEDULED,False
1785602850,MBTA|20260801|6917|SouthBase-793160-6917,MBTA,1785600300,SouthBase-793160-6917,6917,Fall River/New Bedford Line,Outbound,Brockton,1785602700,1785602838,1785602700,1785602838,SCHEDULED,SCHEDULED,False
1785603030,MBTA|20260801|6917|SouthBase-793160-6917,MBTA,1785600300,SouthBase-793160-6917,6917,Fall River/New Bedford Line,Outbound,Campello,1785602940,1785603015,1785602940,1785603015,SCHEDULED,SCHEDULED,False
1785603510,MBTA|20260801|6917|SouthBase-793160-6917,MBTA,1785600300,SouthBase-793160-6917,6917,Fall River/New Bedford Line,Outbound,Bridgewater,1785603420,1785603486,1785603420,1785603486,SCHEDULED,SCHEDULED,False
1785604290,MBTA|20260801|6917|SouthBase-793160-6917,MBTA,1785600300,SouthBase-793160-6917,6917,Fall River/New Bedford Line,Outbound,Middleborough,1785604140,1785604261,1785604140,1785604261,SCHEDULED,SCHEDULED,False
1785604950,MBTA|20260801|6917|SouthBase-793160-6917,MBTA,1785600300,SouthBase-793160-6917,6917,Fall River/New Bedford Line,Outbound,East Taunton,1785604800,1785604912,1785604800,1785604912,SCHEDULED,SCHEDULED,False
1785605580,MBTA|20260801|6917|SouthBase-793160-6917,MBTA,1785600300,SouthBase-793160-6917,6917,Fall River/New Bedford Line,Outbound,Freetown,1785605460,1785605532,1785605460,1785605532,SCHEDULED,SCHEDULED,False
1785606300,MBTA|20260801|6917|SouthBase-793160-6917,MBTA,1785600300,SouthBase-793160-6917,6917,Fall River/New Bedford Line,Outbound,Fall River Depot,1785606300,1785606099,1785606300,,SCHEDULED,SCHEDULED,False
1785600750,MBTA|20260801|5638|SouthBase-830445-5638,MBTA,1785600600,SouthBase-830445-5638,5638,Needham Line,Inbound,Needham Heights,1785600600,,1785600600,1785600721,SCHEDULED,SCHEDULED,False
1785600960,MBTA|20260801|5638|SouthBase-830445-5638,MBTA,1785600600,SouthBase-830445-5638,5638,Needham Line,Inbound,Needham Center,1785600840,1785600931,1785600840,1785600931,SCHEDULED,SCHEDULED,False
1785601170,MBTA|20260801|5638|SouthBase-830445-5638,MBTA,1785600600,SouthBase-830445-5638,5638,Needham Line,Inbound,Needham Junction,1785601080,1785601148,1785601080,1785601148,SCHEDULED,SCHEDULED,False
1785601350,MBTA|20260801|5638|SouthBase-830445-5638,MBTA,1785600600,SouthBase-830445-5638,5638,Needham Line,Inbound,Hersey,1785601260,1785601303,1785601260,1785601303,SCHEDULED,SCHEDULED,False
1785601740,MBTA|20260801|5638|SouthBase-830445-5638,MBTA,1785600600,SouthBase-830445-5638,5638,Needham Line,Inbound,West Roxbury,1785601560,1785601705,1785601560,1785601705,SCHEDULED,SCHEDULED,False
1785601830,MBTA|20260801|5638|SouthBase-830445-5638,MBTA,1785600600,SouthBase-830445-5638,5638,Needham Line,Inbound,Highland,1785601680,1785601806,1785601680,1785601806,SCHEDULED,SCHEDULED,False
1785601950,MBTA|20260801|5638|SouthBase-830445-5638,MBTA,1785600600,SouthBase-830445-5638,5638,Needham Line,Inbound,Bellevue,1785601800,1785601923,1785601800,1785601923,SCHEDULED,SCHEDULED,False
1785602100,MBTA|20260801|5638|SouthBase-830445-5638,MBTA,1785600600,SouthBase-830445-5638,5638,Needham Line,Inbound,Roslindale Village,1785601980,1785602062,1785601980,1785602062,SCHEDULED,SCHEDULED,False
1785602250,MBTA|20260801|5638|SouthBase-830445-5638,MBTA,1785600600,SouthBase-830445-5638,5638,Needham Line,Inbound,Forest Hills,1785602160,1785602204,1785602160,1785602254,SCHEDULED,SCHEDULED,False
1785602490,MBTA|20260801|5638|SouthBase-830445-5638,MBTA,1785600600,SouthBase-830445-5638,5638,Needham Line,Inbound,Ruggles,1785602460,1785602462,1785602460,1785602462,SCHEDULED,SCHEDULED,False
1785602700,MBTA|20260801|5638|SouthBase-830445-5638,MBTA,1785600600,SouthBase-830445-5638,5638,Needham Line,Inbound,Back Bay,1785602700,1785602672,1785602700,1785602672,SCHEDULED,SCHEDULED,False
1785603030,MBTA|20260801|5638|SouthBase-830445-5638,MBTA,1785600600,SouthBase-830445-5638,5638,Needham Line,Inbound,South Station,1785603000,1785603082,1785603000,,SCHEDULED,SCHEDULED,False
1785600990,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,North Station,1785600900,,1785600900,1785600977,SCHEDULED,SCHEDULED,False
1785601590,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,Porter,1785601500,1785601550,1785601500,1785601550,SCHEDULED,SCHEDULED,False
1785601890,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,Belmont,1785601800,1785601860,1785601800,1785601860,SCHEDULED,SCHEDULED,False
1785602010,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,Waverley,1785601920,1785601996,1785601920,1785601996,SCHEDULED,SCHEDULED,False
1785602370,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,Waltham,1785602220,1785602325,1785602220,1785602325,SCHEDULED,SCHEDULED,False
1785602550,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,Brandeis/Roberts,1785602400,1785602519,1785602400,1785602519,SCHEDULED,SCHEDULED,False
1785602760,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,Kendal Green,1785602640,1785602731,1785602640,1785602731,SCHEDULED,SCHEDULED,False
1785603060,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,Lincoln,1785602940,1785603042,1785602940,1785603042,SCHEDULED,SCHEDULED,False
1785603450,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,Concord,1785603240,1785603410,1785603240,1785603410,SCHEDULED,SCHEDULED,False
1785603660,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,West Concord,1785603480,1785603630,1785603480,1785603630,SCHEDULED,SCHEDULED,False
1785603960,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,South Acton,1785603780,1785603945,1785603780,1785603945,SCHEDULED,SCHEDULED,False
1785604290,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,Littleton/Route 495,1785604200,1785604296,1785604200,1785604296,SCHEDULED,SCHEDULED,False
1785604800,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,Ayer,1785604680,1785604774,1785604680,1785604774,SCHEDULED,SCHEDULED,False
1785605100,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,Shirley,1785604980,1785605053,1785604980,1785605053,SCHEDULED,SCHEDULED,False
1785605550,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,North Leominster,1785605520,1785605520,1785605520,1785605520,SCHEDULED,SCHEDULED,False
1785606060,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,Fitchburg,1785606000,1785606014,1785606000,1785606014,SCHEDULED,SCHEDULED,False
1785606660,MBTA|20260801|5417|NorthBase-825569-5417,MBTA,1785600900,NorthBase-825569-5417,5417,Fitchburg Line,Outbound,Wachusett,1785606660,1785606507,1785606660,,SCHEDULED,SCHEDULED,False
1785600960,MBTA|20260801|5839|SouthBase-793094-5839,MBTA,1785600900,SouthBase-793094-5839,5839,Providence/Stoughton Line,Outbound,South Station,1785600900,,1785600900,1785600950,SCHEDULED,SCHEDULED,False
1785601350,MBTA|20260801|5839|SouthBase-793094-5839,MBTA,1785600900,SouthBase-793094-5839,5839,Providence/Stoughton Line,Outbound,Back Bay,1785601200,1785601353,1785601200,1785601353,SCHEDULED,SCHEDULED,False
1785601530,MBTA|20260801|5839|SouthBase-793094-5839,MBTA,1785600900,SouthBase-793094-5839,5839,Providence/Stoughton Line,Outbound,Ruggles,1785601380,1785601489,1785601380,1785601489,SCHEDULED,SCHEDULED,False
1785601950,MBTA|20260801|5839|SouthBase-793094-5839,MBTA,1785600900,SouthBase-793094-5839,5839,Providence/Stoughton Line,Outbound,Hyde Park,1785601860,1785601923,1785601860,1785601923,SCHEDULED,SCHEDULED,False
1785602190,MBTA|20260801|5839|SouthBase-793094-5839,MBTA,1785600900,SouthBase-793094-5839,5839,Providence/Stoughton Line,Outbound,Readville,1785602040,1785602140,1785602040,1785602140,SCHEDULED,SCHEDULED,False
1785602430,MBTA|20260801|5839|SouthBase-793094-5839,MBTA,1785600900,SouthBase-793094-5839,5839,Providence/Stoughton Line,Outbound,Route 128,1785602280,1785602388,1785602280,1785602388,SCHEDULED,SCHEDULED,False
1785602730,MBTA|20260801|5839|SouthBase-793094-5839,MBTA,1785600900,SouthBase-793094-5839,5839,Providence/Stoughton Line,Outbound,Canton Junction,1785602640,1785602698,1785602640,1785602698,SCHEDULED,SCHEDULED,False
1785603030,MBTA|20260801|5839|SouthBase-793094-5839,MBTA,1785600900,SouthBase-793094-5839,5839,Providence/Stoughton Line,Outbound,Sharon,1785602940,1785603002,1785602940,1785603002,SCHEDULED,SCHEDULED,False
1785603540,MBTA|20260801|5839|SouthBase-793094-5839,MBTA,1785600900,SouthBase-793094-5839,5839,Providence/Stoughton Line,Outbound,Mansfield,1785603420,1785603504,1785603420,1785603504,SCHEDULED,SCHEDULED,False
1785604110,MBTA|20260801|5839|SouthBase-793094-5839,MBTA,1785600900,SouthBase-793094-5839,5839,Providence/Stoughton Line,Outbound,Attleboro,1785604020,1785604062,1785604020,1785604062,SCHEDULED,SCHEDULED,False
1785604620,MBTA|20260801|5839|SouthBase-793094-5839,MBTA,1785600900,SouthBase-793094-5839,5839,Providence/Stoughton Line,Outbound,Pawtucket/Central Falls,1785604560,1785604589,1785604560,1785604589,SCHEDULED,SCHEDULED,False
1785605280,MBTA|20260801|5839|SouthBase-793094-5839,MBTA,1785600900,SouthBase-793094-5839,5839,Providence/Stoughton Line,Outbound,Providence,1785605280,1785604977,1785605280,,SCHEDULED,SCHEDULED,False
1785601200,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,South Station,1785601020,,1785601020,1785601172,SCHEDULED,SCHEDULED,False
1785601650,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Newmarket,1785601500,1785601613,1785601500,1785601613,SCHEDULED,SCHEDULED,False
1785601770,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Uphams Corner,1785601620,1785601759,1785601620,1785601759,SCHEDULED,SCHEDULED,False
1785601980,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Four Corners/Geneva,1785601800,1785601954,1785601800,1785601954,SCHEDULED,SCHEDULED,False
1785602160,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Talbot Avenue,1785601980,1785602122,1785601980,1785602172,SCHEDULED,SCHEDULED,False
1785602280,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Morton Street,1785602160,1785602259,1785602160,1785602259,SCHEDULED,SCHEDULED,False
1785602460,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Blue Hill Avenue,1785602280,1785602419,1785602280,1785602419,SCHEDULED,SCHEDULED,False
1785602640,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Fairmount,1785602460,1785602614,1785602460,1785602614,SCHEDULED,SCHEDULED,False
1785602880,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Readville,1785602700,1785602853,1785602700,1785602853,SCHEDULED,SCHEDULED,False
1785603180,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Endicott,1785602940,1785603132,1785602940,1785603132,SCHEDULED,SCHEDULED,False
1785603330,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Dedham Corporate Center,1785603120,1785603287,1785603120,1785603287,SCHEDULED,SCHEDULED,False
1785603480,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Islington,1785603240,1785603442,1785603240,1785603442,SCHEDULED,SCHEDULED,False
1785603660,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Norwood Depot,1785603420,1785603645,1785603420,1785603645,SCHEDULED,SCHEDULED,False
1785603810,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Norwood Central,1785603540,1785603783,1785603540,1785603783,SCHEDULED,SCHEDULED,False
1785604050,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Windsor Gardens,1785603720,1785604000,1785603720,1785604000,SCHEDULED,SCHEDULED,False
1785604290,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Walpole,1785603960,1785604273,1785603960,1785604273,SCHEDULED,SCHEDULED,False
1785604590,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Norfolk,1785604380,1785604598,1785604380,1785604598,SCHEDULED,SCHEDULED,False
1785605250,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Franklin,1785604800,1785605209,1785604800,1785605209,SCHEDULED,SCHEDULED,False
1785605700,MBTA|20260801|5739|SouthBase-830458-5739,MBTA,1785601020,SouthBase-830458-5739,5739,Franklin/Foxboro Line,Outbound,Forge Park/495,1785605520,1785605709,1785605520,,SCHEDULED,SCHEDULED,False
,MBTA|20260801|5339|NorthBase-825554-5339,MBTA,1785601200,NorthBase-825554-5339,5339,Lowell Line,Outbound,North Station,1785601200,1785601200,1785601200,1785601200,SCHEDULED,SCHEDULED,True
1785601980,MBTA|20260801|5339|NorthBase-825554-5339,MBTA,1785601200,NorthBase-825554-5339,5339,Lowell Line,Outbound,West Medford,1785601860,1785601945,1785601860,1785601945,SCHEDULED,SCHEDULED,False
1785602190,MBTA|20260801|5339|NorthBase-825554-5339,MBTA,1785601200,NorthBase-825554-5339,5339,Lowell Line,Outbound,Wedgemere,1785602040,1785602162,1785602040,1785602162,SCHEDULED,SCHEDULED,False
1785602310,MBTA|20260801|5339|NorthBase-825554-5339,MBTA,1785601200,NorthBase-825554-5339,5339,Lowell Line,Outbound,Winchester Center,1785602160,1785602286,1785602160,1785602286,SCHEDULED,SCHEDULED,False
1785602700,MBTA|20260801|5339|NorthBase-825554-5339,MBTA,1785601200,NorthBase-825554-5339,5339,Lowell Line,Outbound,Anderson/Woburn,1785602580,1785602658,1785602580,1785602658,SCHEDULED,SCHEDULED,False
1785602970,MBTA|20260801|5339|NorthBase-825554-5339,MBTA,1785601200,NorthBase-825554-5339,5339,Lowell Line,Outbound,Wilmington,1785602760,1785602937,1785602760,1785602937,SCHEDULED,SCHEDULED,False
1785603450,MBTA|20260801|5339|NorthBase-825554-5339,MBTA,1785601200,NorthBase-825554-5339,5339,Lowell Line,Outbound,North Billerica,1785603300,1785603402,1785603300,1785603402,SCHEDULED,SCHEDULED,False
1785604110,MBTA|20260801|5339|NorthBase-825554-5339,MBTA,1785601200,NorthBase-825554-5339,5339,Lowell Line,Outbound,Lowell,1785604020,1785603989,1785604020,,SCHEDULED,SCHEDULED,False
,MBTA|20260801|6017|SouthBase-793111-6017,MBTA,1785601200,SouthBase-793111-6017,6017,Kingston Line,Outbound,South Station,1785601200,1785601200,1785601200,1785601200,SCHEDULED,SCHEDULED,True
1785602220,MBTA|20260801|6017|SouthBase-793111-6017,MBTA,1785601200,SouthBase-793111-6017,6017,Kingston Line,Outbound,Quincy Center,1785602100,1785602201,1785602100,1785602201,SCHEDULED,SCHEDULED,False
1785602580,MBTA|20260801|6017|SouthBase-793111-6017,MBTA,1785601200,SouthBase-793111-6017,6017,Kingston Line,Outbound,Braintree,1785602460,1785602561,1785602460,1785602561,SCHEDULED,SCHEDULED,False
1785603000,MBTA|20260801|6017|SouthBase-793111-6017,MBTA,1785601200,SouthBase-793111-6017,6017,Kingston Line,Outbound,South Weymouth,1785602940,1785602981,1785602940,1785602981,SCHEDULED,SCHEDULED,False
1785603270,MBTA|20260801|6017|SouthBase-793111-6017,MBTA,1785601200,SouthBase-793111-6017,6017,Kingston Line,Outbound,Abington,1785603240,1785603251,1785603240,1785603251,SCHEDULED,SCHEDULED,False
1785603480,MBTA|20260801|6017|SouthBase-793111-6017,MBTA,1785601200,SouthBase-793111-6017,6017,Kingston Line,Outbound,Whitman,1785603420,1785603457,1785603420,1785603457,SCHEDULED,SCHEDULED,False
1785603780,MBTA|20260801|6017|SouthBase-793111-6017,MBTA,1785601200,SouthBase-793111-6017,6017,Kingston Line,Outbound,Hanson,1785603720,1785603761,1785603720,1785603761,SCHEDULED,SCHEDULED,False
1785604080,MBTA|20260801|6017|SouthBase-793111-6017,MBTA,1785601200,SouthBase-793111-6017,6017,Kingston Line,Outbound,Halifax,1785604020,1785604067,1785604020,1785604067,SCHEDULED,SCHEDULED,False
1785604560,MBTA|20260801|6017|SouthBase-793111-6017,MBTA,1785601200,SouthBase-793111-6017,6017,Kingston Line,Outbound,Kingston,1785604800,1785604573,1785604800,,SCHEDULED,SCHEDULED,False
,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,Wachusett,1785601500,1785601500,1785601500,1785601500,SCHEDULED,SCHEDULED,True
1785602190,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,Fitchburg,1785601980,1785602136,1785601980,1785602136,SCHEDULED,SCHEDULED,False
1785602670,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,North Leominster,1785602400,1785602632,1785602400,1785602632,SCHEDULED,SCHEDULED,False
1785603150,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,Shirley,1785602880,1785603097,1785602880,1785603097,SCHEDULED,SCHEDULED,False
1785603450,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,Ayer,1785603180,1785603407,1785603180,1785603407,SCHEDULED,SCHEDULED,False
1785603930,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,Littleton/Route 495,1785603660,1785603912,1785603660,1785603962,SCHEDULED,SCHEDULED,False
1785604290,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,South Acton,1785604020,1785604244,1785604020,1785604244,SCHEDULED,SCHEDULED,False
1785604590,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,West Concord,1785604260,1785604554,1785604260,1785604554,SCHEDULED,SCHEDULED,False
1785604830,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,Concord,1785604500,1785604802,1785604500,1785604802,SCHEDULED,SCHEDULED,False
1785605160,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,Lincoln,1785604860,1785605112,1785604860,1785605112,SCHEDULED,SCHEDULED,False
1785605460,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,Kendal Green,1785605160,1785605422,1785605160,1785605422,SCHEDULED,SCHEDULED,False
1785605670,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,Brandeis/Roberts,1785605400,1785605639,1785605400,1785605639,SCHEDULED,SCHEDULED,False
1785606000,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,Waltham,1785605640,1785605949,1785605640,1785605949,SCHEDULED,SCHEDULED,False
1785606150,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,Waverley,1785605940,1785606118,1785605940,1785606168,SCHEDULED,SCHEDULED,False
1785606390,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,Belmont,1785606060,1785606352,1785606060,1785606352,SCHEDULED,SCHEDULED,False
1785606600,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,Porter,1785606420,1785606613,1785606420,1785606613,SCHEDULED,SCHEDULED,False
1785607320,MBTA|20260801|5422|NorthBase-825572-5422,MBTA,1785601500,NorthBase-825572-5422,5422,Fitchburg Line,Inbound,North Station,1785607260,1785607329,1785607260,,SCHEDULED,SCHEDULED,False
1785601950,MBTA|20260801|5041|NorthBase-825503-5041,MBTA,1785601800,NorthBase-825503-5041,5041,Newburyport/Rockport Line,Outbound,North Station,1785601800,,1785601800,1785601919,SCHEDULED,SCHEDULED,False
1785602730,MBTA|20260801|5041|NorthBase-825503-5041,MBTA,1785601800,NorthBase-825503-5041,5041,Newburyport/Rockport Line,Outbound,Chelsea,1785602460,1785602662,1785602460,1785602712,SCHEDULED,SCHEDULED,False
1785603330,MBTA|20260801|5041|NorthBase-825503-5041,MBTA,1785601800,NorthBase-825503-5041,5041,Newburyport/Rockport Line,Outbound,Lynn Interim,1785603120,1785603205,1785603120,1785603205,SCHEDULED,SCHEDULED,False
1785603570,MBTA|20260801|5041|NorthBase-825503-5041,MBTA,1785601800,NorthBase-825503-5041,5041,Newburyport/Rockport Line,Outbound,Swampscott,1785603300,1785603564,1785603300,1785603564,SCHEDULED,SCHEDULED,False
1785604230,MBTA|20260801|5041|NorthBase-825503-5041,MBTA,1785601800,NorthBase-825503-5041,5041,Newburyport/Rockport Line,Outbound,Salem,1785603720,1785604267,1785603720,1785604317,SCHEDULED,SCHEDULED,False
1785604290,MBTA|20260801|5041|NorthBase-825503-5041,MBTA,1785601800,NorthBase-825503-5041,5041,Newburyport/Rockport Line,Outbound,Beverly,1785603960,1785604291,1785603960,1785604291,SCHEDULED,SCHEDULED,False
1785605040,MBTA|20260801|5041|NorthBase-825503-5041,MBTA,1785601800,NorthBase-825503-5041,5041,Newburyport/Rockport Line,Outbound,Montserrat,1785604200,1785604894,1785604200,1785604944,SCHEDULED,SCHEDULED,False
1785605040,MBTA|20260801|5041|NorthBase-825503-5041,MBTA,1785601800,NorthBase-825503-5041,5041,Newburyport/Rockport Line,Outbound,Beverly Farms,1785604500,1785605160,1785604500,1785605210,SCHEDULED,SCHEDULED,False
1785605220,MBTA|20260801|5041|NorthBase-825503-5041,MBTA,1785601800,NorthBase-825503-5041,5041,Newburyport/Rockport Line,Outbound,Manchester,1785604860,1785605189,1785604860,1785605189,SCHEDULED,SCHEDULED,False
